,nodeId,version,timestamp,userId,amenityType,name,disused,numEdits,mod_numEdits
21329,7570240607,1,2020-05-29 18:12:34+00:00,10964293,bicycle_parking,,,518,113
21337,7570240605,1,2020-05-29 18:12:34+00:00,10964293,bicycle_parking,,,518,113
21349,7570240613,1,2020-05-29 18:12:34+00:00,10964293,bicycle_parking,,,518,113
21350,7570240617,1,2020-05-29 18:12:34+00:00,10964293,bicycle_parking,,,518,113
21380,7570240609,1,2020-05-29 18:12:34+00:00,10964293,bicycle_parking,,,518,113
21336,7570240604,1,2020-05-29 18:12:34+00:00,10964293,bicycle_parking,,,518,113
21379,7570240618,1,2020-05-29 18:12:34+00:00,10964293,bicycle_parking,,,518,113
21378,7570240595,1,2020-05-29 18:12:34+00:00,10964293,bicycle_parking,,,518,113
21377,7570240594,1,2020-05-29 18:12:34+00:00,10964293,bicycle_parking,,,518,113
21348,7570240597,1,2020-05-29 18:12:34+00:00,10964293,bicycle_parking,,,518,113
18714,7048782386,2,2020-05-29 18:47:34+00:00,10079690,bench,,,1152,1152
18725,7570213085,2,2020-05-29 18:47:34+00:00,10079690,post_box,,,1152,1152
18724,7570212985,2,2020-05-29 18:47:34+00:00,10079690,bench,,,1152,1152
18722,534763984,4,2020-05-29 18:47:34+00:00,10079690,bicycle_parking,,,1152,1152
18721,7570212987,2,2020-05-29 18:47:34+00:00,10079690,bench,,,1152,1152
18720,7570269020,1,2020-05-29 18:47:34+00:00,10079690,bench,,,1152,1152
18719,6958514585,3,2020-05-29 18:47:34+00:00,10079690,bench,,,1152,1152
18718,7570269018,1,2020-05-29 18:47:34+00:00,10079690,bench,,,1152,1152
18717,7570212986,2,2020-05-29 18:47:34+00:00,10079690,bench,,,1152,1152
18723,290621082,3,2020-05-29 18:47:34+00:00,10079690,post_box,,,1152,1152
18715,7570269019,1,2020-05-29 18:47:34+00:00,10079690,bench,,,1152,1152
2006,2263395365,3,2020-05-29 20:39:25+00:00,118262,kindergarten,New Stepping Stones,,107,107
13782,7570879397,1,2020-05-29 21:24:33+00:00,2969887,cafe,Cafe Mosaic,,1463,1463
13804,439706352,4,2020-05-30 07:27:00+00:00,2969887,fast_food,Makkah Grill,,1463,1463
13801,4355676006,3,2020-05-30 07:27:00+00:00,2969887,pharmacy,Day Lewis Pharmacy,,1463,1463
13802,6054818694,3,2020-05-30 07:27:00+00:00,2969887,kindergarten,Rainbow House,,1463,1463
13803,4238017669,8,2020-05-30 07:27:00+00:00,2969887,fast_food,Hichki,,1463,1463
13805,475381380,3,2020-05-30 07:27:00+00:00,2969887,fast_food,Nanna Biryani,,1463,1463
13785,1203028972,4,2020-05-30 07:27:00+00:00,2969887,cafe,Costa,,1463,1463
13784,4414719294,3,2020-05-30 07:27:00+00:00,2969887,restaurant,Zaza's,,1463,1463
643,2532779184,2,2020-05-30 10:23:08+00:00,13445,waste_basket,,,222,222
642,2860251054,4,2020-05-30 10:23:08+00:00,13445,post_box,,,222,222
645,2532779266,2,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
640,7572248803,1,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
639,1687078357,4,2020-05-30 10:23:08+00:00,13445,telephone,,,222,222
638,7572248802,1,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
637,2532779263,2,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
646,7572248804,1,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
647,2316081189,2,2020-05-30 10:23:08+00:00,13445,bicycle_parking,,,222,222
649,7572248796,1,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
644,1688516450,3,2020-05-30 10:23:08+00:00,13445,waste_basket,,,222,222
641,7572248805,1,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
651,2532779282,2,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
661,2860250663,3,2020-05-30 10:23:08+00:00,13445,post_box,,,222,222
685,1687078418,5,2020-05-30 10:23:08+00:00,13445,waste_basket,,,222,222
686,3654531275,2,2020-05-30 10:23:08+00:00,13445,recycling,,,222,222
688,2532779359,2,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
683,2532779408,2,2020-05-30 10:23:08+00:00,13445,waste_basket,,,222,222
662,7572248799,1,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
663,7572248800,1,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
684,7572248801,1,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
682,7572248798,1,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
680,3959508889,3,2020-05-30 10:23:08+00:00,13445,telephone,,,222,222
679,7572248795,1,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
678,2316081190,3,2020-05-30 10:23:08+00:00,13445,bicycle_parking,,,222,222
677,3740838766,3,2020-05-30 10:23:08+00:00,13445,motorcycle_parking,,,222,222
689,2860250672,4,2020-05-30 10:23:08+00:00,13445,post_box,,,222,222
681,7572248797,1,2020-05-30 10:23:08+00:00,13445,bench,,,222,222
660,1688516911,5,2020-05-30 10:23:08+00:00,13445,telephone,,,222,222
13800,3973541459,5,2020-05-30 12:34:34+00:00,2969887,cafe,Souk Mediterranean,,1463,1463
14810,269236128,8,2020-05-30 12:45:31+00:00,3951648,post_box,,,735,735
1669,7572522491,1,2020-05-30 13:15:38+00:00,82783,grit_bin,,,352,352
13792,691387452,9,2020-05-30 14:15:49+00:00,2969887,fast_food,Pret A Manger,,1463,1463
13793,689097130,10,2020-05-30 14:15:49+00:00,2969887,cafe,Starbucks,,1463,1463
13794,694510208,9,2020-05-30 14:15:49+00:00,2969887,restaurant,Wagamama,,1463,1463
13795,694824545,8,2020-05-30 14:15:49+00:00,2969887,fast_food,Subway,,1463,1463
13796,5164928746,4,2020-05-30 14:15:49+00:00,2969887,fast_food,Wrapchic,,1463,1463
13797,296614811,8,2020-05-30 14:15:49+00:00,2969887,restaurant,PizzaExpress,,1463,1463
13798,694824549,8,2020-05-30 14:15:49+00:00,2969887,ice_cream,Ben & Jerry's,,1463,1463
13799,694510269,7,2020-05-30 14:15:49+00:00,2969887,restaurant,Gourmet Burger Kitchen,,1463,1463
1666,7572833292,1,2020-05-30 16:09:59+00:00,82783,bench,,,352,352
1667,7572833287,1,2020-05-30 16:09:59+00:00,82783,bench,,,352,352
1668,7572833291,1,2020-05-30 16:09:59+00:00,82783,bench,,,352,352
1664,7572833354,1,2020-05-30 16:09:59+00:00,82783,vending_machine,,,352,352
1665,7572833288,1,2020-05-30 16:09:59+00:00,82783,bench,,,352,352
18713,7056638485,3,2020-05-30 16:48:29+00:00,10079690,bicycle_parking,,,1152,1152
18712,6898244685,3,2020-05-30 16:48:38+00:00,10079690,motorcycle_parking,,,1152,1152
18711,7573031293,1,2020-05-30 17:01:48+00:00,10079690,motorcycle_parking,,,1152,1152
18710,7573031292,1,2020-05-30 17:01:48+00:00,10079690,bicycle_parking,,,1152,1152
18716,7573056688,1,2020-05-30 17:01:49+00:00,10079690,bicycle_parking,,,1152,1152
18734,7573031294,1,2020-05-30 17:01:50+00:00,10079690,bench,,,1152,1152
18727,7573044689,1,2020-05-30 17:01:50+00:00,10079690,bicycle_parking,,,1152,1152
18726,7573077185,1,2020-05-30 17:01:50+00:00,10079690,bench,,,1152,1152
18741,7573044789,1,2020-05-30 17:01:51+00:00,10079690,bicycle_parking,,,1152,1152
18740,7573044690,1,2020-05-30 17:01:51+00:00,10079690,bench,,,1152,1152
18739,7573044788,1,2020-05-30 17:01:51+00:00,10079690,bench,,,1152,1152
18738,7573077285,1,2020-05-30 17:01:52+00:00,10079690,bench,,,1152,1152
18996,7573031295,1,2020-05-30 17:01:52+00:00,10079690,bench,,,1152,1152
18742,7573031296,1,2020-05-30 17:01:53+00:00,10079690,bench,,,1152,1152
18736,7573077286,1,2020-05-30 17:01:53+00:00,10079690,bench,,,1152,1152
18737,7573056689,1,2020-05-30 17:01:53+00:00,10079690,bench,,,1152,1152
18735,7573077287,1,2020-05-30 17:01:54+00:00,10079690,bench,,,1152,1152
18732,7573044790,1,2020-05-30 17:01:55+00:00,10079690,bench,,,1152,1152
18733,7573044691,1,2020-05-30 17:01:55+00:00,10079690,bench,,,1152,1152
18729,7573044886,1,2020-05-30 17:01:56+00:00,10079690,bench,,,1152,1152
18730,7573044791,1,2020-05-30 17:01:56+00:00,10079690,bicycle_parking,,,1152,1152
18731,7573044792,1,2020-05-30 17:01:56+00:00,10079690,bicycle_parking,,,1152,1152
18743,7573044887,1,2020-05-30 17:01:57+00:00,10079690,bicycle_parking,,,1152,1152
18728,7573044692,1,2020-05-30 17:01:57+00:00,10079690,bicycle_parking,,,1152,1152
18815,7573044794,1,2020-05-30 17:01:58+00:00,10079690,bicycle_parking,,,1152,1152
18781,7573044793,1,2020-05-30 17:01:58+00:00,10079690,bicycle_parking,,,1152,1152
18780,7573044795,1,2020-05-30 17:01:58+00:00,10079690,bicycle_parking,,,1152,1152
18831,7573044796,1,2020-05-30 17:01:59+00:00,10079690,bicycle_parking,,,1152,1152
18830,7573056690,1,2020-05-30 17:02:00+00:00,10079690,motorcycle_parking,,,1152,1152
18829,7573031297,1,2020-05-30 17:02:00+00:00,10079690,bicycle_parking,,,1152,1152
18828,7573056691,1,2020-05-30 17:02:01+00:00,10079690,bicycle_parking,,,1152,1152
18827,7573077288,1,2020-05-30 17:02:01+00:00,10079690,bicycle_parking,,,1152,1152
18826,7573077685,1,2020-05-30 17:02:01+00:00,10079690,bicycle_parking,,,1152,1152
10507,6110662373,2,2020-05-30 17:28:32+00:00,1878856,bicycle_parking,,,128,128
10508,7573094724,1,2020-05-30 17:28:32+00:00,1878856,bicycle_parking,,,128,128
10512,7573120057,1,2020-05-30 17:28:33+00:00,1878856,bicycle_parking,,,128,128
10510,7572946741,1,2020-05-30 17:28:33+00:00,1878856,bicycle_parking,,,128,128
10518,7573091273,1,2020-05-30 17:28:34+00:00,1878856,bicycle_parking,,,128,128
10511,6110662375,5,2020-05-30 17:28:34+00:00,1878856,cafe,Lola's Café,,128,128
18837,7573031296,2,2020-05-30 17:41:38+00:00,10079690,bench,,,1152,1152
18836,7573077685,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18835,7573031293,2,2020-05-30 17:41:38+00:00,10079690,motorcycle_parking,,,1152,1152
18834,7573044691,2,2020-05-30 17:41:38+00:00,10079690,bench,,,1152,1152
18832,3748785064,3,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18838,7573044887,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18825,7573031292,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18822,7573044790,2,2020-05-30 17:41:38+00:00,10079690,bench,,,1152,1152
18839,7573056691,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18846,7573100759,1,2020-05-30 17:41:38+00:00,10079690,waste_basket,,,1152,1152
18841,7573100762,1,2020-05-30 17:41:38+00:00,10079690,bicycle_repair_station,,,1152,1152
18818,7573044792,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18819,7573031295,2,2020-05-30 17:41:38+00:00,10079690,bench,,,1152,1152
18820,7573056689,2,2020-05-30 17:41:38+00:00,10079690,bench,,,1152,1152
18840,7573077287,2,2020-05-30 17:41:38+00:00,10079690,bench,,,1152,1152
18850,7573056688,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18849,7573044689,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18821,7573044789,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18847,7573044794,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18824,7573044690,2,2020-05-30 17:41:38+00:00,10079690,bench,,,1152,1152
18845,7573044793,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18844,7573044886,2,2020-05-30 17:41:38+00:00,10079690,bench,,,1152,1152
18843,7573077285,2,2020-05-30 17:41:38+00:00,10079690,bench,,,1152,1152
18842,7573044692,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
18848,7573077286,2,2020-05-30 17:41:38+00:00,10079690,bench,,,1152,1152
18823,7573044791,2,2020-05-30 17:41:38+00:00,10079690,bicycle_parking,,,1152,1152
21496,3600986369,3,2020-05-30 21:20:55+00:00,10974821,recycling,,,178,178
9515,5776941764,5,2020-05-30 22:38:36+00:00,617138,fast_food,Domino's,,35,35
5764,2250382037,2,2020-05-31 01:29:43+00:00,322039,bicycle_parking,,,1660,1512
11684,5071317275,2,2020-05-31 03:16:25+00:00,2055614,vending_machine,,,1684,1684
11840,5071317265,2,2020-05-31 04:25:21+00:00,2055614,restaurant,Coco Momo,,1684,1684
11683,5071317281,2,2020-05-31 04:25:21+00:00,2055614,cafe,Starbucks,,1684,1684
11629,5071317270,2,2020-05-31 04:25:21+00:00,2055614,restaurant,MK Bar & Grill,,1684,1684
13790,5483400321,3,2020-05-31 05:09:18+00:00,2969887,cafe,Merkamo Vegan Stand,,1463,1463
13791,5971946946,5,2020-05-31 05:09:18+00:00,2969887,cafe,Crispin,,1463,1463
11547,2231468882,7,2020-05-31 06:35:50+00:00,2055614,post_box,,,1684,1684
9868,6962497959,2,2020-05-31 07:47:58+00:00,918586,fast_food,Subway,,2,2
11546,6570138891,4,2020-05-31 09:53:30+00:00,2055614,bicycle_parking,,,1684,1684
18817,6817059375,2,2020-05-31 12:41:06+00:00,10079690,pub,Joe & the Juice,,1152,1152
1663,365181824,10,2020-05-31 13:12:26+00:00,82783,post_box,,,352,352
1840,318696743,7,2020-05-31 13:30:22+00:00,84263,post_box,,,77,77
1837,5846641875,2,2020-05-31 13:30:22+00:00,84263,post_box,,,77,77
1836,2960190577,3,2020-05-31 13:30:22+00:00,84263,post_box,,,77,77
1838,7508322058,2,2020-05-31 13:30:22+00:00,84263,post_box,,,77,77
1834,1335055814,5,2020-05-31 13:30:22+00:00,84263,post_box,,,77,77
1823,264128021,7,2020-05-31 13:30:22+00:00,84263,post_box,,,77,77
1822,5189643277,5,2020-05-31 13:30:22+00:00,84263,post_box,,,77,77
1821,7508322051,2,2020-05-31 13:30:22+00:00,84263,post_box,,,77,77
1802,663364993,3,2020-05-31 13:30:22+00:00,84263,post_box,,,77,77
1835,264131813,6,2020-05-31 13:30:22+00:00,84263,post_box,,,77,77
13789,3698857437,3,2020-05-31 14:23:41+00:00,2969887,dentist,Dental Surgery,,1463,1463
6844,1843844252,5,2020-05-31 15:26:42+00:00,436419,fast_food,Greggs,,1,1
9925,7575353417,1,2020-05-31 15:34:41+00:00,1098559,cafe,Hopper & Bean,,4,4
9926,7575353412,1,2020-05-31 15:34:41+00:00,1098559,cafe,Esoresso & Co,,4,4
9927,7575353414,1,2020-05-31 15:34:41+00:00,1098559,restaurant,Going Greek,,4,4
9928,7575353415,1,2020-05-31 15:34:41+00:00,1098559,restaurant,Buckle & Vaughan,,4,4
21497,4634624011,3,2020-05-31 16:53:32+00:00,10974821,parking,,,178,178
1661,7575592665,1,2020-05-31 18:07:37+00:00,82783,bicycle_parking,,,352,352
1660,7575592698,1,2020-05-31 18:07:37+00:00,82783,bicycle_parking,,,352,352
1662,7575592697,1,2020-05-31 18:07:37+00:00,82783,bicycle_parking,,,352,352
1659,7575592666,1,2020-05-31 18:07:37+00:00,82783,bicycle_parking,,,352,352
864,603121349,12,2020-05-31 19:49:16+00:00,18069,telephone,,,1,1
6240,7576150305,1,2020-05-31 21:52:17+00:00,338535,bench,,,118,118
9298,36931208,3,2020-05-31 22:06:51+00:00,577089,post_box,,,450,450
9296,7508775973,2,2020-05-31 22:06:51+00:00,577089,post_box,,,450,450
9295,36931876,6,2020-05-31 22:06:51+00:00,577089,post_box,,,450,450
9299,248661598,8,2020-05-31 22:06:51+00:00,577089,post_box,,,450,450
9301,36931384,7,2020-05-31 22:06:51+00:00,577089,post_box,,,450,450
9300,632008754,4,2020-05-31 22:06:51+00:00,577089,post_box,,,450,450
9297,36931014,5,2020-05-31 22:06:51+00:00,577089,post_box,,,450,450
21498,7576195636,1,2020-05-31 22:06:57+00:00,10974821,bench,,,178,178
5774,6760335585,3,2020-06-01 01:23:54+00:00,322039,bicycle_parking,,,1660,1512
5763,2476599638,2,2020-06-01 02:30:13+00:00,322039,bicycle_parking,,,1660,1512
11545,7576696312,1,2020-06-01 04:51:25+00:00,2055614,car_rental,Miles & Miles,,1684,1684
11544,3959117778,4,2020-06-01 04:51:25+00:00,2055614,motorcycle_parking,,,1684,1684
13787,7039548576,4,2020-06-01 05:34:24+00:00,2969887,pub,White Swan,,1463,1463
13788,6942710107,4,2020-06-01 05:34:24+00:00,2969887,restaurant,Amber London,,1463,1463
13786,2926275227,7,2020-06-01 06:41:35+00:00,2969887,fast_food,Pret A Manger,,1463,1463
9863,1314590323,3,2020-06-01 08:37:42+00:00,873940,post_office,Leigham Vale Post Office,,4,4
18833,7577518085,1,2020-06-01 10:45:08+00:00,10079690,bicycle_parking,,,1152,1152
18816,7577518285,1,2020-06-01 10:45:09+00:00,10079690,bicycle_parking,,,1152,1152
18795,7577518385,1,2020-06-01 10:45:10+00:00,10079690,bicycle_parking,,,1152,1152
18797,7577518086,1,2020-06-01 10:45:10+00:00,10079690,bicycle_parking,,,1152,1152
18794,7577518485,1,2020-06-01 10:45:11+00:00,10079690,bicycle_parking,,,1152,1152
18793,7577518585,1,2020-06-01 10:45:11+00:00,10079690,motorcycle_parking,,,1152,1152
18792,3541824993,3,2020-06-01 10:46:06+00:00,10079690,post_box,,,1152,1152
599,4345562488,3,2020-06-01 14:35:36+00:00,10785,bench,,,26,26
600,7578063461,1,2020-06-01 14:35:36+00:00,10785,bench,,,26,26
13670,1478949229,8,2020-06-01 16:01:56+00:00,2969887,fast_food,Pret A Manger,,1463,1463
13671,4897840633,4,2020-06-01 16:01:56+00:00,2969887,fast_food,Thaï Express,,1463,1463
13806,4932275323,2,2020-06-01 16:01:56+00:00,2969887,fast_food,Bluez Souvlaki Fresh,,1463,1463
13552,7578204477,1,2020-06-01 16:01:56+00:00,2969887,fast_food,Mu Mu,,1463,1463
13623,295979629,5,2020-06-01 16:01:56+00:00,2969887,pub,Duke of Somerset,,1463,1463
1230,27204205,2,2020-06-01 16:44:20+00:00,28668,post_office,WHSmith,,8,8
12389,7578390647,1,2020-06-01 17:36:49+00:00,2428487,grit_bin,,,18,18
12383,7578390642,1,2020-06-01 17:36:49+00:00,2428487,grit_bin,,,18,18
12390,7578390658,1,2020-06-01 17:36:49+00:00,2428487,waste_basket,,,18,18
12391,7578390638,1,2020-06-01 17:36:49+00:00,2428487,grit_bin,,,18,18
12388,2385484882,2,2020-06-01 17:36:49+00:00,2428487,post_box,,,18,18
12386,31437627,5,2020-06-01 17:36:49+00:00,2428487,post_box,,,18,18
21825,7578441712,1,2020-06-01 17:47:29+00:00,11277290,waste_basket,,,9,9
21826,7578441707,1,2020-06-01 17:47:29+00:00,11277290,bench,,,9,9
21827,7578441710,1,2020-06-01 17:47:29+00:00,11277290,bicycle_parking,,,9,9
21828,7578441706,1,2020-06-01 17:47:29+00:00,11277290,bench,,,9,9
21833,7578441711,1,2020-06-01 17:47:29+00:00,11277290,atm,,,9,9
21830,7578441705,1,2020-06-01 17:47:29+00:00,11277290,waste_basket,,,9,9
21829,7578441702,1,2020-06-01 17:47:29+00:00,11277290,charging_station,,,9,9
21832,7578441708,1,2020-06-01 17:47:29+00:00,11277290,bench,,,9,9
21831,7578441704,1,2020-06-01 17:47:29+00:00,11277290,cafe,Hourglass Coffee,,9,9
10326,3387394621,3,2020-06-01 19:10:19+00:00,1735800,dentist,Putney Bridge Dental Centre,,300,300
9864,1674532612,2,2020-06-01 20:04:30+00:00,873940,parking,,,4,4
18791,7578828949,1,2020-06-01 21:32:59+00:00,10079690,telephone,,,1152,1152
18790,6606224331,3,2020-06-01 21:32:59+00:00,10079690,bicycle_parking,,,1152,1152
21501,3600986369,4,2020-06-01 22:27:29+00:00,10974821,recycling,,,178,178
21499,7578960442,1,2020-06-01 22:27:29+00:00,10974821,car_sharing,,,178,178
21500,7578960484,1,2020-06-01 22:27:29+00:00,10974821,bench,Elisabeth's Corner,,178,178
2539,6915583360,2,2020-06-01 23:50:51+00:00,132695,charging_station,,,697,697
2540,6915583361,2,2020-06-01 23:50:51+00:00,132695,charging_station,,,697,697
1657,7579085475,1,2020-06-01 23:55:57+00:00,82783,bench,,,352,352
1656,7579085325,1,2020-06-01 23:55:57+00:00,82783,restaurant,Camino,,352,352
1658,7579085474,1,2020-06-01 23:55:57+00:00,82783,bench,,,352,352
5761,667973476,3,2020-06-02 02:37:15+00:00,322039,pub,,,1660,1512
17434,3387394623,3,2020-06-02 03:05:19+00:00,7466976,restaurant,Byron,,21,21
17433,4057825011,2,2020-06-02 03:05:19+00:00,7466976,bank,TSB,,21,21
17426,583329994,3,2020-06-02 03:05:19+00:00,7466976,bank,Lloyds Bank,,21,21
17425,283623999,14,2020-06-02 03:05:19+00:00,7466976,fast_food,Five Guys,,21,21
17437,583330025,6,2020-06-02 03:05:19+00:00,7466976,restaurant,Wagamama,,21,21
17422,583329976,6,2020-06-02 03:05:19+00:00,7466976,cafe,Caffè Nero,,21,21
17431,4057825168,3,2020-06-02 03:05:19+00:00,7466976,fast_food,Pret A Manger,,21,21
17423,583330032,5,2020-06-02 03:05:19+00:00,7466976,bank,Nationwide,,21,21
17430,4057825166,4,2020-06-02 03:05:19+00:00,7466976,pharmacy,Boots,,21,21
17428,2962592878,4,2020-06-02 03:05:19+00:00,7466976,restaurant,Carluccio's,,21,21
17429,583329986,8,2020-06-02 03:05:19+00:00,7466976,pub,The Spotted Horse,,21,21
17424,4279086997,3,2020-06-02 03:05:19+00:00,7466976,fast_food,Subway,,21,21
17432,418209974,6,2020-06-02 03:05:19+00:00,7466976,bank,Halifax,,21,21
17436,583330026,4,2020-06-02 03:05:19+00:00,7466976,bank,Barclays,,21,21
17435,583329971,5,2020-06-02 03:05:19+00:00,7466976,fast_food,Subway,,21,21
11542,5297987228,4,2020-06-02 03:12:27+00:00,2055614,bicycle_parking,,,1684,1684
11543,7453742531,2,2020-06-02 03:12:27+00:00,2055614,post_box,,,1684,1684
11541,289569161,8,2020-06-02 04:27:59+00:00,2055614,post_box,Queensgate Gardens/Gloucester Road,,1684,1684
11540,5071317257,2,2020-06-02 04:27:59+00:00,2055614,vending_machine,,,1684,1684
11548,7173129887,4,2020-06-02 04:41:16+00:00,2055614,bicycle_parking,,,1684,1684
11539,5053068176,8,2020-06-02 04:41:16+00:00,2055614,bicycle_rental,Gloucester Road (Central),,1684,1684
11538,5053068182,2,2020-06-02 04:41:16+00:00,2055614,bicycle_parking,,,1684,1684
11537,4366416382,4,2020-06-02 04:41:16+00:00,2055614,bicycle_parking,,,1684,1684
11535,289569161,9,2020-06-02 04:41:16+00:00,2055614,post_box,Queensgate Gardens/Gloucester Road,,1684,1684
13541,7579400266,1,2020-06-02 05:51:16+00:00,2969887,restaurant,Paleo Supply,,1463,1463
13542,7178540972,2,2020-06-02 05:51:16+00:00,2969887,fast_food,LEON,,1463,1463
13543,7142947236,2,2020-06-02 05:51:16+00:00,2969887,restaurant,Mama's Jerk,,1463,1463
13545,7142947235,2,2020-06-02 05:51:16+00:00,2969887,restaurant,Bird,,1463,1463
13546,7178540968,2,2020-06-02 05:51:16+00:00,2969887,cafe,Yifang Fruit Tea,,1463,1463
13547,7579400265,1,2020-06-02 05:51:16+00:00,2969887,restaurant,Ahi Poke,,1463,1463
13548,7142947237,2,2020-06-02 05:51:16+00:00,2969887,restaurant,The Athenian,,1463,1463
13549,7098936633,3,2020-06-02 05:51:16+00:00,2969887,restaurant,Crussh,,1463,1463
13550,7141297086,3,2020-06-02 05:51:16+00:00,2969887,restaurant,The Vurger Co,,1463,1463
13551,7178540967,2,2020-06-02 05:51:16+00:00,2969887,restaurant,Cafe Brera,,1463,1463
13544,3835357183,3,2020-06-02 05:51:16+00:00,2969887,childcare,Bank Street Day Nursery,,1463,1463
21503,7579656493,1,2020-06-02 08:12:39+00:00,10974821,car_sharing,,,178,178
21502,381809847,3,2020-06-02 08:12:39+00:00,10974821,recycling,,,178,178
653,7579876300,1,2020-06-02 10:10:50+00:00,13445,waste_basket,,,222,222
650,5136596394,2,2020-06-02 10:10:50+00:00,13445,telephone,,,222,222
718,1687504715,4,2020-06-02 10:10:50+00:00,13445,recycling,,,222,222
692,1374555353,2,2020-06-02 10:10:50+00:00,13445,recycling,,,222,222
691,3654592491,3,2020-06-02 10:10:50+00:00,13445,telephone,,,222,222
690,899436844,2,2020-06-02 10:10:50+00:00,13445,post_box,,,222,222
687,4561653703,2,2020-06-02 10:10:50+00:00,13445,recycling,,,222,222
659,4561653788,2,2020-06-02 10:10:50+00:00,13445,telephone,,,222,222
658,1374549032,2,2020-06-02 10:10:50+00:00,13445,recycling,,,222,222
648,4590022751,2,2020-06-02 10:10:50+00:00,13445,bicycle_parking,,,222,222
721,7579876299,1,2020-06-02 10:10:50+00:00,13445,waste_basket,,,222,222
724,3654592488,2,2020-06-02 10:10:50+00:00,13445,bicycle_parking,,,222,222
725,4561653756,2,2020-06-02 10:10:50+00:00,13445,recycling,,,222,222
657,2532779184,3,2020-06-02 10:10:50+00:00,13445,waste_basket,,,222,222
656,4561653789,2,2020-06-02 10:10:50+00:00,13445,waste_basket,,,222,222
655,1374549120,4,2020-06-02 10:10:50+00:00,13445,telephone,,,222,222
654,2532779188,2,2020-06-02 10:10:50+00:00,13445,waste_basket,,,222,222
652,7579876298,1,2020-06-02 10:10:50+00:00,13445,waste_basket,,,222,222
722,1374555352,2,2020-06-02 10:10:50+00:00,13445,bicycle_parking,,,222,222
723,1374549466,2,2020-06-02 10:10:50+00:00,13445,recycling,,,222,222
747,1675543284,5,2020-06-02 10:10:50+00:00,13445,bench,,,222,222
6447,7579998624,1,2020-06-02 11:27:55+00:00,352985,cafe,Papa's Cafe,,247,247
21504,7580325204,1,2020-06-02 14:21:15+00:00,10974821,bench,,,178,178
21505,3617009155,2,2020-06-02 14:21:15+00:00,10974821,waste_basket,,,178,178
21506,3617009154,2,2020-06-02 14:21:15+00:00,10974821,bench,,,178,178
21507,7580325202,1,2020-06-02 14:21:15+00:00,10974821,bench,,,178,178
21508,7580325199,1,2020-06-02 14:21:15+00:00,10974821,bench,,,178,178
21509,7580325203,1,2020-06-02 14:21:15+00:00,10974821,bench,,,178,178
21510,7580327014,1,2020-06-02 14:21:15+00:00,10974821,recycling,,,178,178
11534,5839838485,3,2020-06-02 14:21:21+00:00,2055614,restaurant,Scoff & Banter,,1684,1684
5760,2248887744,3,2020-06-02 14:47:11+00:00,322039,bicycle_parking,,,1660,1512
21371,7580548408,1,2020-06-02 16:02:51+00:00,10964293,bicycle_parking,,,518,113
21372,7580548407,1,2020-06-02 16:02:51+00:00,10964293,bicycle_parking,,,518,113
21373,7580548406,1,2020-06-02 16:02:51+00:00,10964293,bicycle_parking,,,518,113
21374,7580548403,1,2020-06-02 16:02:51+00:00,10964293,bicycle_parking,,,518,113
21375,7580548404,1,2020-06-02 16:02:51+00:00,10964293,bicycle_parking,,,518,113
21376,7580548405,1,2020-06-02 16:02:51+00:00,10964293,bicycle_parking,,,518,113
21370,7580548402,1,2020-06-02 16:02:51+00:00,10964293,bicycle_parking,,,518,113
15097,7190783641,2,2020-06-02 16:54:32+00:00,4020938,bicycle_parking,Bikehangar 1896,,4,4
15096,4330706539,4,2020-06-02 16:54:32+00:00,4020938,bicycle_parking,,,4,4
15095,4300307363,5,2020-06-02 16:54:32+00:00,4020938,bicycle_parking,Bikehangar 083,,4,4
